CH1,CH2,t
1.720000058412551880e-01,2.039999933913350105e-03,2.452999999999999885e-03
1.700000166893005371e-01,1.999999862164258957e-03,2.454000000000000018e-03
1.700000166893005371e-01,1.999999862164258957e-03,2.454999999999999717e-03
1.700000166893005371e-01,1.919999951496720314e-03,2.455999999999999850e-03
1.700000166893005371e-01,1.919999951496720314e-03,2.456999999999999983e-03
1.680000126361846924e-01,2.039999933913350105e-03,2.457999999999999682e-03
1.680000126361846924e-01,1.919999951496720314e-03,2.458999999999999814e-03
1.700000166893005371e-01,1.919999951496720314e-03,2.459999999999999947e-03
1.700000166893005371e-01,1.919999951496720314e-03,2.461000000000000080e-03
1.700000166893005371e-01,1.960000023245811462e-03,2.461999999999999779e-03
1.680000126361846924e-01,1.960000023245811462e-03,2.462999999999999912e-03
1.700000166893005371e-01,2.119999844580888748e-03,2.464000000000000044e-03
1.700000166893005371e-01,1.919999951496720314e-03,2.464999999999999743e-03
1.700000166893005371e-01,2.119999844580888748e-03,2.465999999999999876e-03
1.740000098943710327e-01,1.919999951496720314e-03,2.467000000000000009e-03
1.680000126361846924e-01,2.039999933913350105e-03,2.467999999999999708e-03
1.700000166893005371e-01,1.919999951496720314e-03,2.468999999999999841e-03
1.700000166893005371e-01,2.039999933913350105e-03,2.469999999999999973e-03
1.680000126361846924e-01,1.999999862164258957e-03,2.470999999999999672e-03
1.720000058412551880e-01,2.080000005662441254e-03,2.471999999999999805e-03
1.700000166893005371e-01,2.039999933913350105e-03,2.472999999999999938e-03
1.700000166893005371e-01,2.080000005662441254e-03,2.474000000000000071e-03
1.740000098943710327e-01,2.080000005662441254e-03,2.474999999999999770e-03
1.740000098943710327e-01,1.999999862164258957e-03,2.475999999999999902e-03
1.700000166893005371e-01,2.039999933913350105e-03,2.477000000000000035e-03
1.740000098943710327e-01,2.039999933913350105e-03,2.477999999999999734e-03
1.740000098943710327e-01,2.119999844580888748e-03,2.478999999999999867e-03
1.740000098943710327e-01,2.080000005662441254e-03,2.480000000000000000e-03
1.740000098943710327e-01,1.999999862164258957e-03,2.480999999999999699e-03
1.680000126361846924e-01,1.999999862164258957e-03,2.481999999999999831e-03
1.740000098943710327e-01,2.039999933913350105e-03,2.482999999999999964e-03
1.720000058412551880e-01,1.919999951496720314e-03,2.484000000000000097e-03
1.740000098943710327e-01,2.119999844580888748e-03,2.484999999999999796e-03
1.720000058412551880e-01,2.119999844580888748e-03,2.485999999999999929e-03
1.740000098943710327e-01,1.960000023245811462e-03,2.487000000000000061e-03
1.680000126361846924e-01,2.119999844580888748e-03,2.487999999999999760e-03
1.740000098943710327e-01,2.119999844580888748e-03,2.488999999999999893e-03
1.740000098943710327e-01,1.999999862164258957e-03,2.490000000000000026e-03
1.700000166893005371e-01,2.199999988079071045e-03,2.490999999999999725e-03
1.740000098943710327e-01,2.159999916329979897e-03,2.491999999999999858e-03
1.760000139474868774e-01,2.119999844580888748e-03,2.492999999999999990e-03
1.720000058412551880e-01,2.080000005662441254e-03,2.493999999999999689e-03
1.700000166893005371e-01,2.080000005662441254e-03,2.494999999999999822e-03
1.740000098943710327e-01,2.119999844580888748e-03,2.495999999999999955e-03
1.780000180006027222e-01,1.999999862164258957e-03,2.497000000000000088e-03
1.720000058412551880e-01,2.279999898746609688e-03,2.497999999999999787e-03
1.740000098943710327e-01,2.159999916329979897e-03,2.498999999999999919e-03
1.760000139474868774e-01,2.159999916329979897e-03,2.500000000000000052e-03
1.780000180006027222e-01,2.239999826997518539e-03,2.500999999999999751e-03
1.680000126361846924e-01,2.159999916329979897e-03,2.501999999999999884e-03
1.780000180006027222e-01,2.199999988079071045e-03,2.503000000000000017e-03
1.740000098943710327e-01,2.080000005662441254e-03,2.503999999999999716e-03
1.780000180006027222e-01,2.239999826997518539e-03,2.504999999999999848e-03
1.780000180006027222e-01,2.159999916329979897e-03,2.505999999999999981e-03
1.760000139474868774e-01,2.080000005662441254e-03,2.506999999999999680e-03
1.760000139474868774e-01,2.159999916329979897e-03,2.507999999999999813e-03
1.780000180006027222e-01,2.199999988079071045e-03,2.508999999999999946e-03
1.780000180006027222e-01,2.199999988079071045e-03,2.510000000000000078e-03
1.760000139474868774e-01,2.199999988079071045e-03,2.510999999999999777e-03
1.780000180006027222e-01,2.199999988079071045e-03,2.511999999999999910e-03
1.720000058412551880e-01,2.199999988079071045e-03,2.513000000000000043e-03
1.780000180006027222e-01,2.199999988079071045e-03,2.513999999999999742e-03
1.820000112056732178e-01,2.159999916329979897e-03,2.514999999999999875e-03
1.760000139474868774e-01,2.159999916329979897e-03,2.516000000000000007e-03
1.760000139474868774e-01,2.279999898746609688e-03,2.516999999999999706e-03
1.760000139474868774e-01,2.159999916329979897e-03,2.517999999999999839e-03
1.720000058412551880e-01,2.279999898746609688e-03,2.518999999999999972e-03
1.740000098943710327e-01,2.239999826997518539e-03,2.519999999999999671e-03
1.780000180006027222e-01,2.159999916329979897e-03,2.520999999999999804e-03
1.760000139474868774e-01,2.199999988079071045e-03,2.521999999999999936e-03
1.780000180006027222e-01,2.199999988079071045e-03,2.523000000000000069e-03
1.780000180006027222e-01,2.159999916329979897e-03,2.523999999999999768e-03
1.800000071525573730e-01,2.239999826997518539e-03,2.524999999999999901e-03
1.720000058412551880e-01,2.199999988079071045e-03,2.526000000000000034e-03
1.780000180006027222e-01,2.239999826997518539e-03,2.526999999999999733e-03
1.760000139474868774e-01,2.159999916329979897e-03,2.527999999999999865e-03
1.780000180006027222e-01,2.279999898746609688e-03,2.528999999999999998e-03
1.820000112056732178e-01,2.239999826997518539e-03,2.529999999999999697e-03
1.800000071525573730e-01,2.239999826997518539e-03,2.530999999999999830e-03
1.760000139474868774e-01,2.159999916329979897e-03,2.531999999999999963e-03
1.820000112056732178e-01,2.319999970495700836e-03,2.533000000000000095e-03
1.780000180006027222e-01,2.239999826997518539e-03,2.533999999999999794e-03
1.780000180006027222e-01,2.319999970495700836e-03,2.534999999999999927e-03
1.780000180006027222e-01,2.239999826997518539e-03,2.536000000000000060e-03
1.720000058412551880e-01,2.279999898746609688e-03,2.536999999999999759e-03
1.820000112056732178e-01,2.439999952912330627e-03,2.537999999999999892e-03
1.800000071525573730e-01,2.159999916329979897e-03,2.539000000000000024e-03
1.820000112056732178e-01,2.199999988079071045e-03,2.539999999999999723e-03
1.760000139474868774e-01,2.199999988079071045e-03,2.540999999999999856e-03
1.800000071525573730e-01,2.239999826997518539e-03,2.541999999999999989e-03
1.860000193119049072e-01,2.239999826997518539e-03,2.542999999999999688e-03
1.800000071525573730e-01,2.239999826997518539e-03,2.543999999999999821e-03
1.840000152587890625e-01,2.239999826997518539e-03,2.544999999999999953e-03
1.800000071525573730e-01,2.360000042244791985e-03,2.546000000000000086e-03
1.760000139474868774e-01,2.279999898746609688e-03,2.546999999999999785e-03
1.820000112056732178e-01,2.279999898746609688e-03,2.547999999999999918e-03
1.820000112056732178e-01,2.239999826997518539e-03,2.549000000000000050e-03
1.800000071525573730e-01,2.239999826997518539e-03,2.549999999999999750e-03
1.800000071525573730e-01,2.319999970495700836e-03,2.550999999999999882e-03
1.800000071525573730e-01,2.239999826997518539e-03,2.552000000000000015e-03
1.760000139474868774e-01,2.279999898746609688e-03,2.552999999999999714e-03
1.820000112056732178e-01,2.279999898746609688e-03,2.553999999999999847e-03
1.820000112056732178e-01,2.319999970495700836e-03,2.554999999999999979e-03
1.820000112056732178e-01,2.360000042244791985e-03,2.555999999999999679e-03
1.820000112056732178e-01,2.239999826997518539e-03,2.556999999999999811e-03
1.860000193119049072e-01,2.239999826997518539e-03,2.557999999999999944e-03
1.800000071525573730e-01,2.199999988079071045e-03,2.559000000000000077e-03
1.840000152587890625e-01,2.360000042244791985e-03,2.559999999999999776e-03
1.800000071525573730e-01,2.360000042244791985e-03,2.560999999999999908e-03
1.860000193119049072e-01,2.439999952912330627e-03,2.562000000000000041e-03
1.800000071525573730e-01,2.399999881163239479e-03,2.562999999999999740e-03
1.820000112056732178e-01,2.360000042244791985e-03,2.563999999999999873e-03
1.860000193119049072e-01,2.360000042244791985e-03,2.565000000000000006e-03
1.860000193119049072e-01,2.399999881163239479e-03,2.565999999999999705e-03
1.840000152587890625e-01,2.319999970495700836e-03,2.566999999999999837e-03
1.860000193119049072e-01,2.360000042244791985e-03,2.567999999999999970e-03
1.880000084638595581e-01,2.239999826997518539e-03,2.568999999999999669e-03
1.840000152587890625e-01,2.439999952912330627e-03,2.569999999999999802e-03
1.840000152587890625e-01,2.399999881163239479e-03,2.570999999999999935e-03
1.820000112056732178e-01,2.399999881163239479e-03,2.572000000000000067e-03
1.880000084638595581e-01,2.319999970495700836e-03,2.572999999999999766e-03
1.840000152587890625e-01,2.360000042244791985e-03,2.573999999999999899e-03
1.840000152587890625e-01,2.360000042244791985e-03,2.575000000000000032e-03
1.860000193119049072e-01,2.319999970495700836e-03,2.575999999999999731e-03
1.840000152587890625e-01,2.360000042244791985e-03,2.576999999999999864e-03
1.840000152587890625e-01,2.360000042244791985e-03,2.577999999999999996e-03
1.840000152587890625e-01,2.399999881163239479e-03,2.578999999999999695e-03
1.840000152587890625e-01,2.399999881163239479e-03,2.579999999999999828e-03
1.880000084638595581e-01,2.480000024661421776e-03,2.580999999999999961e-03
1.860000193119049072e-01,2.399999881163239479e-03,2.582000000000000094e-03
1.880000084638595581e-01,2.399999881163239479e-03,2.582999999999999793e-03
1.840000152587890625e-01,2.319999970495700836e-03,2.583999999999999925e-03
1.840000152587890625e-01,2.439999952912330627e-03,2.585000000000000058e-03
1.840000152587890625e-01,2.519999863579869270e-03,2.585999999999999757e-03
1.860000193119049072e-01,2.439999952912330627e-03,2.586999999999999890e-03
1.840000152587890625e-01,2.399999881163239479e-03,2.588000000000000023e-03
1.900000125169754028e-01,2.360000042244791985e-03,2.588999999999999722e-03
1.860000193119049072e-01,2.399999881163239479e-03,2.589999999999999854e-03
1.880000084638595581e-01,2.519999863579869270e-03,2.590999999999999987e-03
1.900000125169754028e-01,2.399999881163239479e-03,2.591999999999999686e-03
1.880000084638595581e-01,2.480000024661421776e-03,2.592999999999999819e-03
1.840000152587890625e-01,2.399999881163239479e-03,2.593999999999999952e-03
1.860000193119049072e-01,2.519999863579869270e-03,2.595000000000000084e-03
1.880000084638595581e-01,2.439999952912330627e-03,2.595999999999999783e-03
1.840000152587890625e-01,2.239999826997518539e-03,2.596999999999999916e-03
1.860000193119049072e-01,2.439999952912330627e-03,2.598000000000000049e-03
1.900000125169754028e-01,2.439999952912330627e-03,2.598999999999999748e-03
1.880000084638595581e-01,2.480000024661421776e-03,2.599999999999999881e-03
1.900000125169754028e-01,2.480000024661421776e-03,2.601000000000000013e-03
1.860000193119049072e-01,2.399999881163239479e-03,2.601999999999999712e-03
1.900000125169754028e-01,2.480000024661421776e-03,2.602999999999999845e-03
1.900000125169754028e-01,2.439999952912330627e-03,2.603999999999999978e-03
1.880000084638595581e-01,2.519999863579869270e-03,2.604999999999999677e-03
1.900000125169754028e-01,2.360000042244791985e-03,2.605999999999999810e-03
1.880000084638595581e-01,2.439999952912330627e-03,2.606999999999999942e-03
1.920000165700912476e-01,2.480000024661421776e-03,2.608000000000000075e-03
1.880000084638595581e-01,2.519999863579869270e-03,2.608999999999999774e-03
1.860000193119049072e-01,2.519999863579869270e-03,2.609999999999999907e-03
1.900000125169754028e-01,2.439999952912330627e-03,2.611000000000000040e-03
1.900000125169754028e-01,2.439999952912330627e-03,2.611999999999999739e-03
1.880000084638595581e-01,2.439999952912330627e-03,2.612999999999999871e-03
1.880000084638595581e-01,2.519999863579869270e-03,2.614000000000000004e-03
1.900000125169754028e-01,2.559999935328960419e-03,2.614999999999999703e-03
1.900000125169754028e-01,2.480000024661421776e-03,2.615999999999999836e-03
1.840000152587890625e-01,2.480000024661421776e-03,2.616999999999999969e-03
1.920000165700912476e-01,2.679999917745590210e-03,2.617999999999999668e-03
1.840000152587890625e-01,2.480000024661421776e-03,2.618999999999999800e-03
1.900000125169754028e-01,2.600000007078051567e-03,2.619999999999999933e-03
1.880000084638595581e-01,2.559999935328960419e-03,2.621000000000000066e-03
1.900000125169754028e-01,2.600000007078051567e-03,2.621999999999999765e-03
1.940000057220458984e-01,2.519999863579869270e-03,2.622999999999999898e-03
1.880000084638595581e-01,2.600000007078051567e-03,2.624000000000000030e-03
1.880000084638595581e-01,2.519999863579869270e-03,2.624999999999999729e-03
1.940000057220458984e-01,2.559999935328960419e-03,2.625999999999999862e-03
1.940000057220458984e-01,2.519999863579869270e-03,2.626999999999999995e-03
1.940000057220458984e-01,2.559999935328960419e-03,2.627999999999999694e-03
1.920000165700912476e-01,2.480000024661421776e-03,2.628999999999999827e-03
1.880000084638595581e-01,2.600000007078051567e-03,2.629999999999999959e-03
1.940000057220458984e-01,2.559999935328960419e-03,2.631000000000000092e-03
1.920000165700912476e-01,2.600000007078051567e-03,2.631999999999999791e-03
1.880000084638595581e-01,2.519999863579869270e-03,2.632999999999999924e-03
1.900000125169754028e-01,2.679999917745590210e-03,2.634000000000000057e-03
1.940000057220458984e-01,2.559999935328960419e-03,2.634999999999999756e-03
1.880000084638595581e-01,2.559999935328960419e-03,2.635999999999999888e-03
1.920000165700912476e-01,2.639999845996499062e-03,2.637000000000000021e-03
1.940000057220458984e-01,2.639999845996499062e-03,2.637999999999999720e-03
1.960000097751617432e-01,2.559999935328960419e-03,2.638999999999999853e-03
1.920000165700912476e-01,2.679999917745590210e-03,2.639999999999999986e-03
1.920000165700912476e-01,2.559999935328960419e-03,2.640999999999999685e-03
1.940000057220458984e-01,2.519999863579869270e-03,2.641999999999999817e-03
1.940000057220458984e-01,2.679999917745590210e-03,2.642999999999999950e-03
1.940000057220458984e-01,2.639999845996499062e-03,2.644000000000000083e-03
1.920000165700912476e-01,2.559999935328960419e-03,2.644999999999999782e-03
1.940000057220458984e-01,2.639999845996499062e-03,2.645999999999999915e-03
1.960000097751617432e-01,2.679999917745590210e-03,2.647000000000000047e-03
1.920000165700912476e-01,2.639999845996499062e-03,2.647999999999999746e-03
1.940000057220458984e-01,2.559999935328960419e-03,2.648999999999999879e-03
1.960000097751617432e-01,2.639999845996499062e-03,2.650000000000000012e-03
1.920000165700912476e-01,2.639999845996499062e-03,2.650999999999999711e-03
1.940000057220458984e-01,2.719999989494681358e-03,2.651999999999999844e-03
1.920000165700912476e-01,2.519999863579869270e-03,2.652999999999999976e-03
1.940000057220458984e-01,2.519999863579869270e-03,2.653999999999999675e-03
1.940000057220458984e-01,2.519999863579869270e-03,2.654999999999999808e-03
1.980000138282775879e-01,2.679999917745590210e-03,2.655999999999999941e-03
1.920000165700912476e-01,2.679999917745590210e-03,2.657000000000000074e-03
1.940000057220458984e-01,2.600000007078051567e-03,2.657999999999999773e-03
1.980000138282775879e-01,2.679999917745590210e-03,2.658999999999999905e-03
1.920000165700912476e-01,2.639999845996499062e-03,2.660000000000000038e-03
1.980000138282775879e-01,2.679999917745590210e-03,2.660999999999999737e-03
1.920000165700912476e-01,2.639999845996499062e-03,2.661999999999999870e-03
1.940000057220458984e-01,2.679999917745590210e-03,2.663000000000000003e-03
1.980000138282775879e-01,2.759999828413128853e-03,2.663999999999999702e-03
1.920000165700912476e-01,2.679999917745590210e-03,2.664999999999999834e-03
1.920000165700912476e-01,2.639999845996499062e-03,2.665999999999999967e-03
1.980000138282775879e-01,2.679999917745590210e-03,2.666999999999999666e-03
1.960000097751617432e-01,2.759999828413128853e-03,2.667999999999999799e-03
1.980000138282775879e-01,2.679999917745590210e-03,2.668999999999999932e-03
1.960000097751617432e-01,2.759999828413128853e-03,2.670000000000000064e-03
1.960000097751617432e-01,2.679999917745590210e-03,2.670999999999999763e-03
1.960000097751617432e-01,2.679999917745590210e-03,2.671999999999999896e-03
1.980000138282775879e-01,2.719999989494681358e-03,2.673000000000000029e-03
1.960000097751617432e-01,2.839999971911311150e-03,2.673999999999999728e-03
1.940000057220458984e-01,2.839999971911311150e-03,2.674999999999999861e-03
1.980000138282775879e-01,2.639999845996499062e-03,2.675999999999999993e-03
1.980000138282775879e-01,2.719999989494681358e-03,2.676999999999999692e-03
1.960000097751617432e-01,2.679999917745590210e-03,2.677999999999999825e-03
1.980000138282775879e-01,2.839999971911311150e-03,2.678999999999999958e-03
1.960000097751617432e-01,2.719999989494681358e-03,2.680000000000000090e-03
1.980000138282775879e-01,2.839999971911311150e-03,2.680999999999999790e-03
1.960000097751617432e-01,2.799999900162220001e-03,2.681999999999999922e-03
1.940000057220458984e-01,2.719999989494681358e-03,2.683000000000000055e-03
1.980000138282775879e-01,2.839999971911311150e-03,2.683999999999999754e-03
1.980000138282775879e-01,2.799999900162220001e-03,2.684999999999999887e-03
1.960000097751617432e-01,2.839999971911311150e-03,2.686000000000000019e-03
1.980000138282775879e-01,2.799999900162220001e-03,2.686999999999999719e-03
2.020000070333480835e-01,2.639999845996499062e-03,2.687999999999999851e-03
1.960000097751617432e-01,2.839999971911311150e-03,2.688999999999999984e-03
1.980000138282775879e-01,2.799999900162220001e-03,2.689999999999999683e-03
1.980000138282775879e-01,2.719999989494681358e-03,2.690999999999999816e-03
1.980000138282775879e-01,2.839999971911311150e-03,2.691999999999999948e-03
1.980000138282775879e-01,2.759999828413128853e-03,2.693000000000000081e-03
2.000000178813934326e-01,2.880000043660402298e-03,2.693999999999999780e-03
1.960000097751617432e-01,2.839999971911311150e-03,2.694999999999999913e-03
1.980000138282775879e-01,2.759999828413128853e-03,2.696000000000000046e-03
1.980000138282775879e-01,2.759999828413128853e-03,2.696999999999999745e-03
2.000000178813934326e-01,2.880000043660402298e-03,2.697999999999999877e-03
1.960000097751617432e-01,2.799999900162220001e-03,2.699000000000000010e-03
1.980000138282775879e-01,2.839999971911311150e-03,2.699999999999999709e-03
1.980000138282775879e-01,2.880000043660402298e-03,2.700999999999999842e-03
2.020000070333480835e-01,2.719999989494681358e-03,2.701999999999999975e-03
1.960000097751617432e-01,2.839999971911311150e-03,2.702999999999999674e-03
1.980000138282775879e-01,2.839999971911311150e-03,2.703999999999999806e-03
2.020000070333480835e-01,2.719999989494681358e-03,2.704999999999999939e-03
2.000000178813934326e-01,2.839999971911311150e-03,2.706000000000000072e-03
1.960000097751617432e-01,2.799999900162220001e-03,2.706999999999999771e-03
1.980000138282775879e-01,2.919999882578849792e-03,2.707999999999999904e-03
2.000000178813934326e-01,2.880000043660402298e-03,2.709000000000000036e-03
2.060000151395797729e-01,2.919999882578849792e-03,2.709999999999999735e-03
2.000000178813934326e-01,2.839999971911311150e-03,2.710999999999999868e-03
2.000000178813934326e-01,2.919999882578849792e-03,2.712000000000000001e-03
2.020000070333480835e-01,2.880000043660402298e-03,2.712999999999999700e-03
2.020000070333480835e-01,2.880000043660402298e-03,2.713999999999999833e-03
2.040000110864639282e-01,2.799999900162220001e-03,2.714999999999999965e-03
1.960000097751617432e-01,2.919999882578849792e-03,2.715999999999999664e-03
2.020000070333480835e-01,2.880000043660402298e-03,2.716999999999999797e-03
2.020000070333480835e-01,2.880000043660402298e-03,2.717999999999999930e-03
1.980000138282775879e-01,2.839999971911311150e-03,2.719000000000000063e-03
2.020000070333480835e-01,2.880000043660402298e-03,2.719999999999999762e-03
2.020000070333480835e-01,2.919999882578849792e-03,2.720999999999999894e-03
2.000000178813934326e-01,2.880000043660402298e-03,2.722000000000000027e-03
2.060000151395797729e-01,2.839999971911311150e-03,2.722999999999999726e-03
2.000000178813934326e-01,2.880000043660402298e-03,2.723999999999999859e-03
2.020000070333480835e-01,2.880000043660402298e-03,2.724999999999999992e-03
2.000000178813934326e-01,3.000000026077032089e-03,2.725999999999999691e-03
2.020000070333480835e-01,2.919999882578849792e-03,2.726999999999999823e-03
2.020000070333480835e-01,2.959999954327940941e-03,2.727999999999999956e-03
2.060000151395797729e-01,2.880000043660402298e-03,2.729000000000000089e-03
1.960000097751617432e-01,3.000000026077032089e-03,2.729999999999999788e-03
2.060000151395797729e-01,2.880000043660402298e-03,2.730999999999999921e-03
2.000000178813934326e-01,2.880000043660402298e-03,2.732000000000000053e-03
2.040000110864639282e-01,3.079999936744570732e-03,2.732999999999999752e-03
2.000000178813934326e-01,2.959999954327940941e-03,2.733999999999999885e-03
2.020000070333480835e-01,2.959999954327940941e-03,2.735000000000000018e-03
2.020000070333480835e-01,3.000000026077032089e-03,2.735999999999999717e-03
2.060000151395797729e-01,2.919999882578849792e-03,2.736999999999999850e-03
2.000000178813934326e-01,3.079999936744570732e-03,2.737999999999999982e-03
2.020000070333480835e-01,2.959999954327940941e-03,2.738999999999999681e-03
2.040000110864639282e-01,2.880000043660402298e-03,2.739999999999999814e-03
2.060000151395797729e-01,3.039999864995479584e-03,2.740999999999999947e-03
2.040000110864639282e-01,2.880000043660402298e-03,2.742000000000000080e-03
2.040000110864639282e-01,3.000000026077032089e-03,2.742999999999999779e-03
2.060000151395797729e-01,3.039999864995479584e-03,2.743999999999999911e-03
2.000000178813934326e-01,2.959999954327940941e-03,2.745000000000000044e-03
2.060000151395797729e-01,2.959999954327940941e-03,2.745999999999999743e-03
2.000000178813934326e-01,3.079999936744570732e-03,2.746999999999999876e-03
2.060000151395797729e-01,3.079999936744570732e-03,2.748000000000000009e-03
2.060000151395797729e-01,3.000000026077032089e-03,2.748999999999999708e-03
2.040000110864639282e-01,2.959999954327940941e-03,2.749999999999999840e-03
2.000000178813934326e-01,3.079999936744570732e-03,2.750999999999999973e-03
2.060000151395797729e-01,2.959999954327940941e-03,2.751999999999999672e-03
2.040000110864639282e-01,3.079999936744570732e-03,2.752999999999999805e-03
2.040000110864639282e-01,2.959999954327940941e-03,2.753999999999999938e-03
2.040000110864639282e-01,2.959999954327940941e-03,2.755000000000000070e-03
2.040000110864639282e-01,3.000000026077032089e-03,2.755999999999999769e-03
2.040000110864639282e-01,2.959999954327940941e-03,2.756999999999999902e-03
2.040000110864639282e-01,3.079999936744570732e-03,2.758000000000000035e-03
2.060000151395797729e-01,3.079999936744570732e-03,2.758999999999999734e-03
2.100000083446502686e-01,3.120000008493661880e-03,2.759999999999999867e-03
2.040000110864639282e-01,3.039999864995479584e-03,2.760999999999999999e-03
2.000000178813934326e-01,2.880000043660402298e-03,2.761999999999999698e-03
2.100000083446502686e-01,3.159999847412109375e-03,2.762999999999999831e-03
2.040000110864639282e-01,3.159999847412109375e-03,2.763999999999999964e-03
2.060000151395797729e-01,3.079999936744570732e-03,2.764999999999999663e-03
2.100000083446502686e-01,3.079999936744570732e-03,2.765999999999999796e-03
2.040000110864639282e-01,3.159999847412109375e-03,2.766999999999999928e-03
2.060000151395797729e-01,3.079999936744570732e-03,2.768000000000000061e-03
2.080000191926956177e-01,3.120000008493661880e-03,2.768999999999999760e-03
2.080000191926956177e-01,3.039999864995479584e-03,2.769999999999999893e-03
2.080000191926956177e-01,3.039999864995479584e-03,2.771000000000000026e-03
2.040000110864639282e-01,3.079999936744570732e-03,2.771999999999999725e-03
2.080000191926956177e-01,3.239999990910291672e-03,2.772999999999999857e-03
2.080000191926956177e-01,3.039999864995479584e-03,2.773999999999999990e-03
2.040000110864639282e-01,3.159999847412109375e-03,2.774999999999999689e-03
2.100000083446502686e-01,3.039999864995479584e-03,2.775999999999999822e-03
2.100000083446502686e-01,3.159999847412109375e-03,2.776999999999999955e-03
2.060000151395797729e-01,3.079999936744570732e-03,2.778000000000000087e-03
2.100000083446502686e-01,3.079999936744570732e-03,2.778999999999999786e-03
2.080000191926956177e-01,3.199999919161200523e-03,2.779999999999999919e-03
2.060000151395797729e-01,3.079999936744570732e-03,2.781000000000000052e-03
2.040000110864639282e-01,3.120000008493661880e-03,2.781999999999999751e-03
2.100000083446502686e-01,3.079999936744570732e-03,2.782999999999999884e-03
2.060000151395797729e-01,3.239999990910291672e-03,2.784000000000000016e-03
2.060000151395797729e-01,3.120000008493661880e-03,2.784999999999999715e-03
2.060000151395797729e-01,3.159999847412109375e-03,2.785999999999999848e-03
2.100000083446502686e-01,3.159999847412109375e-03,2.786999999999999981e-03
2.100000083446502686e-01,3.239999990910291672e-03,2.787999999999999680e-03
2.100000083446502686e-01,3.199999919161200523e-03,2.788999999999999813e-03
2.080000191926956177e-01,3.239999990910291672e-03,2.789999999999999945e-03
2.080000191926956177e-01,3.199999919161200523e-03,2.791000000000000078e-03
2.140000164508819580e-01,3.199999919161200523e-03,2.791999999999999777e-03
2.080000191926956177e-01,3.239999990910291672e-03,2.792999999999999910e-03
2.100000083446502686e-01,3.239999990910291672e-03,2.794000000000000043e-03
2.120000123977661133e-01,3.239999990910291672e-03,2.794999999999999742e-03
2.080000191926956177e-01,3.120000008493661880e-03,2.795999999999999874e-03
2.040000110864639282e-01,3.239999990910291672e-03,2.797000000000000007e-03
2.140000164508819580e-01,3.239999990910291672e-03,2.797999999999999706e-03
2.040000110864639282e-01,3.159999847412109375e-03,2.798999999999999839e-03
2.140000164508819580e-01,3.120000008493661880e-03,2.799999999999999972e-03
2.080000191926956177e-01,3.239999990910291672e-03,2.800999999999999671e-03
2.080000191926956177e-01,3.199999919161200523e-03,2.801999999999999803e-03
2.100000083446502686e-01,3.159999847412109375e-03,2.802999999999999936e-03
2.080000191926956177e-01,3.279999829828739166e-03,2.804000000000000069e-03
2.080000191926956177e-01,3.199999919161200523e-03,2.804999999999999768e-03
2.100000083446502686e-01,3.239999990910291672e-03,2.805999999999999901e-03
2.140000164508819580e-01,3.199999919161200523e-03,2.807000000000000033e-03
2.080000191926956177e-01,3.239999990910291672e-03,2.807999999999999732e-03
2.140000164508819580e-01,3.239999990910291672e-03,2.808999999999999865e-03
2.100000083446502686e-01,3.239999990910291672e-03,2.809999999999999998e-03
2.100000083446502686e-01,3.279999829828739166e-03,2.810999999999999697e-03
2.120000123977661133e-01,3.319999901577830315e-03,2.811999999999999830e-03
2.120000123977661133e-01,3.359999973326921463e-03,2.812999999999999962e-03
2.120000123977661133e-01,3.239999990910291672e-03,2.813999999999999661e-03
2.080000191926956177e-01,3.279999829828739166e-03,2.814999999999999794e-03
2.100000083446502686e-01,3.319999901577830315e-03,2.815999999999999927e-03
2.100000083446502686e-01,3.279999829828739166e-03,2.817000000000000060e-03
2.100000083446502686e-01,3.239999990910291672e-03,2.817999999999999759e-03
2.120000123977661133e-01,3.199999919161200523e-03,2.818999999999999891e-03
2.140000164508819580e-01,3.399999812245368958e-03,2.820000000000000024e-03
2.140000164508819580e-01,3.159999847412109375e-03,2.820999999999999723e-03
2.140000164508819580e-01,3.319999901577830315e-03,2.821999999999999856e-03
2.120000123977661133e-01,3.239999990910291672e-03,2.822999999999999989e-03
2.080000191926956177e-01,3.239999990910291672e-03,2.823999999999999688e-03
2.140000164508819580e-01,3.319999901577830315e-03,2.824999999999999820e-03
2.120000123977661133e-01,3.279999829828739166e-03,2.825999999999999953e-03
2.120000123977661133e-01,3.239999990910291672e-03,2.827000000000000086e-03
2.120000123977661133e-01,3.319999901577830315e-03,2.827999999999999785e-03
2.100000083446502686e-01,3.319999901577830315e-03,2.828999999999999918e-03
2.140000164508819580e-01,3.279999829828739166e-03,2.830000000000000050e-03
2.120000123977661133e-01,3.279999829828739166e-03,2.830999999999999749e-03
2.120000123977661133e-01,3.359999973326921463e-03,2.831999999999999882e-03
2.120000123977661133e-01,3.359999973326921463e-03,2.833000000000000015e-03
2.080000191926956177e-01,3.159999847412109375e-03,2.833999999999999714e-03
2.140000164508819580e-01,3.239999990910291672e-03,2.834999999999999847e-03
2.120000123977661133e-01,3.319999901577830315e-03,2.835999999999999979e-03
2.120000123977661133e-01,3.319999901577830315e-03,2.836999999999999678e-03
2.080000191926956177e-01,3.319999901577830315e-03,2.837999999999999811e-03
2.180000096559524536e-01,3.279999829828739166e-03,2.838999999999999944e-03
2.120000123977661133e-01,3.359999973326921463e-03,2.840000000000000076e-03
